id,lat,lon,name,amenity,alias
3757491325,45.526278,-122.6153944,The Hutch,restaurant,food_drink
3757491328,45.5262855,-122.6152792,,restaurant,food_drink
3782678467,45.5256606,-122.6986475,August Moon,restaurant,food_drink
3782788968,45.5263585,-122.6986736,Pizzicato,restaurant,food_drink
3819668411,45.7120331,-122.708327,Farrar's Bistro,restaurant,food_drink
3831573045,45.6191143,-122.644575,Ginger Pop,restaurant,food_drink
3831573052,45.6191491,-122.6439949,Lapellah,restaurant,food_drink
3831593067,45.6190737,-122.6466296,Red Robin,restaurant,food_drink
3838294247,45.5310532,-122.9616215,China Wok,restaurant,food_drink
3841825132,45.4690874,-122.65281,Reverend's BBQ,restaurant,food_drink
3855627060,45.5422346,-122.6613905,Bridges Cafe & Catering,restaurant,food_drink
3874921725,45.526685,-122.6416109,24th & Meatball,restaurant,food_drink
3875349063,45.6262137,-122.5341054,Kitchen Table Cafe,restaurant,food_drink
3882483389,45.6932839,-122.6676347,Joy Teriyaki,restaurant,food_drink
3902395925,45.6215795,-122.475312,Corbett Fish House,restaurant,food_drink
3902395929,45.6217411,-122.4755336,Qdoba,restaurant,food_drink
3902395933,45.6215872,-122.4750934,Sushi Moto,restaurant,food_drink
3902396574,45.6218558,-122.4755368,19 Ichi Teriyaki,restaurant,food_drink
3903603205,45.6161557,-122.4782722,MOD Pizza,restaurant,food_drink
3903603209,45.616401,-122.478136,Noodles & Company,restaurant,food_drink
3903791375,45.6161052,-122.4794963,freshi,restaurant,food_drink
3921024913,45.5112402,-122.6741345,Three Degrees,restaurant,food_drink
3923008992,45.512974,-122.6774376,Mika Sushi,restaurant,food_drink
3945241891,45.5341733,-122.6986314,St. Jack,restaurant,food_drink
3946741286,45.511735,-122.6584883,Pacific Pie,restaurant,food_drink
3950799005,45.6849419,-122.5332493,Talay Thai,restaurant,food_drink
3959036461,45.5187083,-122.6809209,Flying Elephants Delicatessen,restaurant,food_drink
3959036464,45.5187371,-122.6806239,Pieology,restaurant,food_drink
3959036465,45.5186028,-122.6809992,Ringside Fish House,restaurant,food_drink
3964914807,45.5039159,-122.4142659,Carly's Pizza,restaurant,food_drink
3967380461,45.7677329,-122.5458727,Keo Thai Cuisine,restaurant,food_drink
3967380463,45.7679111,-122.5469278,Rising Sun Teriyaki Grill,restaurant,food_drink
3970075205,45.533147,-122.5793149,Macau Chinese Seafood Restaurant,restaurant,food_drink
